0.0	0.0
11173.0830691	-4342.20036758
14392.9365188	-5954.14202832
20421.8656838	-8814.59342479
25358.369639	-10745.3753398
29820.9490806	-12418.7211277
36237.559991	-14694.2040077
38391.5496994	-15441.4411978
46035.7155893	-18016.5981788
46837.9526039	-18281.9173688
54686.2139143	-20617.2193908
55616.5212192	-20890.3529509
62567.4310087	-22907.1428276
64530.3460403	-23469.265039
70302.0855203	-25105.1582676
73520.4159025	-26006.6115231
77684.7848047	-27159.6321943
82344.81541	-28432.0887809
85228.8185042	-29212.7644755
90765.4891649	-30695.9284709
92465.6034748	-31149.7076951
99396.2875363	-32986.0263143
99902.6463144	-33118.9353907
107307.857008	-34912.6495992
107702.628901	-35007.988129
113974.303887	-36521.9027803
116249.649892	-37067.1844583
121341.632483	-38281.066771
124772.802377	-39097.990597
128460.596874	-39978.353792
132457.070894	-40929.4700441
135808.811475	-41724.0092219
140956.474507	-42941.9010063
142916.561616	-43405.5088709
149179.784985	-44877.9931109
150260.205824	-45129.3069306
157603.614251	-46735.9223612
157676.71191	-46751.9517039
164711.723984	-48293.1200227
165901.683199	-48553.869705
172058.308256	-49902.2555045
174403.244761	-50413.9239493
179170.184603	-51447.4763961
182908.979982	-52254.6917628
186521.986194	-53035.5646386
191145.297194	-54030.0921786
193877.866695	-54615.5855842
199664.153821	-55852.2543091
200526.073995	-56036.2135052
207893.075748	-57526.4383296
207918.130858	-57531.471942
215030.497925	-58961.9972235
216458.769531	-59249.3761699
222413.886263	-60431.7535503
225013.121491	-60940.0903273
229566.709815	-61827.9692512
232751.250671	-62443.4262439
236966.90521	-63250.4488605
241331.935066	-64078.5317168
244375.210295	-64648.7008283
249648.545178	-65615.6698309
251552.535267	-65960.315835
258256.22146	-67160.2954327
258977.548296	-67286.8714625
266172.792272	-68476.1022649
266601.172328	-68544.4557052
273618.728684	-69633.6781571
275240.240702	-69868.7778038
281075.009904	-70651.8439272
283896.461324	-71021.588415
288059.776594	-71549.6145965
292290.347172	-72066.7755483
295537.47418	-72451.3345728
300983.659958	-73056.3679838
302785.29715	-73243.3495814
309416.666038	-73876.8963381
310287.661092	-73952.3493855
317560.565595	-74522.1775042
318151.181572	-74564.3747202
325094.424378	-75000.9867619
326913.708698	-75101.8926827
332642.853805	-75384.4540276
335133.245108	-75487.5281184
339963.337089	-75649.2446696
343944.921901	-75758.2931267
347542.885551	-75832.0311469
352497.663344	-75900.2584365
354893.616701	-75915.3685834
361362.831329	-75904.8589032
362505.653495	-75895.4566265
369970.036388	-75808.15251
370135.668431	-75805.6367098
377043.83669	-75650.8197475
378890.389491	-75604.5039515
384708.76678	-75409.5864062
387841.448809	-75290.442081
392152.246136	-75099.6050257
396554.110736	-74876.7026812
399875.830533	-74692.5331589
405611.011526	-74316.8474373
407380.007477	-74182.6496498
414427.672989	-73600.1039747
415166.992956	-73533.5174165
422988.495767	-72770.0037041
423592.173018	-72707.0761255
430586.127508	-71925.730833
432801.938202	-71663.6039754
438465.468878	-70949.7612817
441166.735778	-70599.0111104
446159.156564	-69948.7641042
450561.533435	-69372.7642769
454179.237927	-68892.7026074
459766.842111	-68153.862367
462273.24441	-67820.8146948
469413.739125	-66861.3777381
469645.245226	-66830.2681505
477900.744053	-65663.640262
478884.779041	-65522.9148581
485959.931603	-64519.3116201
488791.455759	-64125.6858992
494351.849535	-63344.4901247
498817.395116	-62709.1408286
502519.344048	-62181.4394992
508582.95252	-61315.3601795
510992.4296	-60995.341144
518720.480871	-60046.3848716
519490.392867	-59945.2101699
527735.699326	-58742.2946189
528565.685379	-58621.422124
536275.465297	-57463.7131832
538771.037444	-57079.9077132
544569.937172	-56206.0256727
549037.791791	-55545.0043434
553169.793884	-54944.5598231
558356.434413	-54204.8146678
561797.07833	-53704.8972849
568709.559509	-52674.2673757
569604.854589	-52539.1594947
578267.482454	-51162.1705191
578758.33445	-51082.6082489
586664.789153	-49809.7305618
589165.029679	-49409.6271439
595351.75295	-48417.1931114
599253.825869	-47790.4662936
603767.302244	-47038.9769227
609694.194251	-46018.4334786
612471.541594	-45541.4134768
620150.315134	-44221.7493149
621184.271799	-44040.926148
629624.929183	-42504.4916345
630284.264394	-42382.3079195
638355.125472	-40881.5147406
640769.150418	-40430.9213103
646810.522485	-39273.2893386
650928.638479	-38461.3426914
655553.72462	-37527.2485047
661436.33442	-36302.2474926
664302.313487	-35690.8387577
671954.675384	-34032.6359773
672491.392571	-33914.6106217
681251.347805	-31935.3493507
681463.853198	-31886.5339323
689732.135377	-29961.6106027
691993.081383	-29428.3058314
698467.641312	-27878.0178234
702152.150048	-26971.1797376
706917.483499	-25766.7110762
712624.916978	-24316.3873294
715594.269797	-23559.0935154
722661.859118	-21751.7908633
724199.331489	-21357.3648039
732499.34462	-19187.737288
732978.489507	-19061.0866996
741063.270972	-16910.3204883
743273.392278	-16321.6019959
749299.402056	-14682.8506393
753167.824726	-13600.6401848
757777.535299	-12290.8546404
763361.731839	-10674.6459155
766243.84859	-9817.74716681
773200.857149	-7709.71534396
773861.42162	-7508.5539218
782274.364368	-4901.06449798
783328.334338	-4568.91246743
790371.050187	-2333.17778796
793396.375624	-1363.39576712
798710.741546	359.157612997
802779.398797	1690.20499366
806743.600468	3009.49538915
812763.193426	5056.31565471
815021.094664	5842.56698054
822414.285414	8483.13022792
823292.81688	8800.72392803
831303.647903	11746.6185612
832396.286444	12158.6791046
839575.845794	14904.2371244
842045.610667	15854.9884455
847540.642439	17997.6774207
851945.95856	19729.0367883
855700.973139	21216.0053148
861768.495613	23674.4264086
863834.612252	24521.5233778
871184.057814	27571.7285493
871277.340906	27610.4230173
879031.576461	30795.2984123
880741.17642	31491.1543144
886507.200811	33823.8450129
889767.955025	35159.5814217
894250.170393	37000.0031203
899134.086557	39002.4895669
901734.717922	40079.7268283
908661.758205	43524.6226856
909698.532223	44116.8028934
916957.455077	48008.4955353
917177.837334	48117.4383099
923837.77055	51480.6818664
925301.584644	52221.7669851
930616.306706	54877.4940038
933307.147427	56231.6925622
937286.423543	58243.7896252
941780.436354	60571.2207309
944264.095876	61887.3697625
950005.357221	64948.864485
951186.861352	65582.5494615
957401.817872	68959.8476681
958405.008477	69508.5845057
964092.325468	72628.8531163
966552.965838	73988.1091325
970437.908048	76142.5828482
974267.173207	78280.3255367
976886.686859	79763.250073
982170.899597	82836.1999599
983130.356777	83406.9100735
989619.23056	87290.9661537
989874.691398	87443.8871703
995534.639805	90851.1661645
997115.124284	91799.2802079
1001131.95095	94197.9869265
1004192.84732	96021.194978
1006843.76938	97598.0044776
1010513.29428	99788.0029431
1012318.56828	100866.888785
1017507.60015	103974.489753
1017999.51943	104269.645215
1023725.24243	107746.123445
1024348.59856	108124.120318
1029066.5756	110970.809346
1031408.6473	112371.183525
1034801.04676	114390.081105
1038203.77295	116439.865566
1040191.71214	117648.867175
1044835.68993	120517.146434
1045469.94156	120915.791813
1050424.0277	124062.53408
1051156.34976	124534.106546
1055295.45707	127240.081059
1056910.99928	128310.486491
1059832.71105	130264.050216
1062373.91861	131936.219647
1063962.56742	132969.48983
1067325.02141	135195.31115
1068036.59057	135676.568563
1071914.6074	138340.60614
1072284.84661	138604.422225
1075483.69603	140970.386983
1076615.54824	141834.771789
1078632.63399	143434.688781
1079942.3105	144522.256377
1081048.40219	145490.849284
1082933.07487	147212.259476
1083332.03487	147595.415676
1085377.51254	149605.681699
1085477.79669	149707.223507
1087194.68012	151485.67718
1087733.39014	152045.295761
1088923.36091	153291.432763
1089874.87083	154291.109731
1090665.1695	155125.225059
1091972.08115	156522.297684
1092293.68643	156869.536744
1093809.37354	158527.678956
1093929.43169	158659.309302
1095252.05507	160106.808479
1095653.92445	160549.814527
1096529.48319	161536.455112
1097243.89647	162356.455328
1097727.91482	162919.281249
1098530.94173	163918.963705
1098702.90687	164150.550233
1099475.13102	165227.815814
1099606.31521	165412.793676
1100324.98106	166411.662945
1100664.53644	166883.60889
1101098.7179	167487.075045
1101561.84893	168130.778028
1101829.17694	168502.33559
1102409.4572	169308.863582
1102459.04633	169377.787211
1103034.30748	170177.339165
1103118.92184	170294.944143
1103547.2015	170890.207427
1103745.481	171165.794893
1103982.74619	171495.568319
1104243.09193	171857.421279
1104356.64733	172015.25123
1104629.43193	172394.392875
1104632.09528	172398.094651
1104839.401	172686.227602
1104889.35511	172755.658523
1104984.01885	172887.231067
1105029.18787	172950.011214
1105052.09305	172981.84698
1105103.32827	173053.058503
1105109.93478	173062.240844
1105166.22116	173140.472949
1105175.67349	173153.610678
1105224.6964	173221.747327
1105251.06845	173258.401682
1105281.50737	173300.708546
1105327.00522	173363.945734
1105340.41192	173382.579623
1105395.95562	173459.77947
1105399.50986	173464.719488
1105456.90173	173544.488088
1105472.67345	173566.409117
1105516.35297	173627.11901
1105547.24998	173670.06257
1105574.02825	173707.281532
1105624.66216	173777.657283
1105633.76451	173790.308585
1105693.66917	173873.569711
1105699.91105	173882.245261
1105749.86871	173951.681101
1105778.00272	173990.784396
1105810.06605	174035.349024
1105856.42425	174099.782002
1105868.44439	174116.488725
1105928.91725	174200.539572
1105932.63241	174205.703255
1105987.60923	174282.115204
1106011.70931	174315.611757
1106048.38305	174366.584366
1106088.55542	174422.419691
1106109.29859	174451.250498
1106168.3094	174533.269268
1106168.37517	174533.36068
1106229.68765	174618.578509
1106248.53465	174644.773848
1106289.1477	174701.221673
1106321.2996	174745.909408
1106350.73861	174786.826501
1106402.18976	174858.338149
1106412.45719	174872.608776
1106468.34207	174950.282839
1106480.78799	174967.581348
1106530.35878	175036.479487
1106562.32749	175080.912589
1106590.49029	175120.055893
